Battalion,Station_Area,Incident_Number,Watch_Date,City,Call_Type_Group
B03,13,12,11/01/2019 12:00:00 AM,San Francisco,Alarm
B03,13,20,12/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,38,01/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,29,02/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,58,03/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,39,04/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,61,05/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,93,06/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,23,07/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,14,08/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,42,09/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,29,10/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,36,11/01/2019 12:00:00 AM,San Francisco,Alarm
B03,29,32,12/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,227,01/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,257,02/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,182,03/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,157,04/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,152,05/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,184,06/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,189,07/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,257,08/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,215,09/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,229,10/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,163,11/01/2019 12:00:00 AM,San Francisco,Alarm
B03,35,213,12/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,3,01/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,12,02/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,15,03/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,35,04/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,38,05/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,32,06/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,17,07/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,11,08/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,40,09/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,3,10/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,10,11/01/2019 12:00:00 AM,San Francisco,Alarm
B03,36,22,12/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,5,01/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,16,02/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,6,03/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,6,04/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,7,05/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,1,06/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,5,07/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,10,08/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,4,09/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,3,10/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,4,11/01/2019 12:00:00 AM,San Francisco,Alarm
B03,37,20,12/01/2019 12:00:00 AM,San Francisco,Alarm
B03,01,12,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,5,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,29,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,2,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,12,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,15,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,17,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,22,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,18,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,47,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,23,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,19,12/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,5,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,3,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,4,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,1,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,3,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,1,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,3,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,3,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,4,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,2,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,1,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,03,1,12/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,4,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,18,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,4,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,21,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,5,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,4,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,14,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,13,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,2,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,04,6,12/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,47,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,17,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,11,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,3,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,13,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,25,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,6,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,21,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,15,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,16,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,18,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,08,12,12/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,33,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,2,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,2,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,1,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,14,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,3,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,3,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,13,17,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,4,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,3,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,3,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,4,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,22,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,4,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,4,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,1,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,14,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,18,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,10,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,29,15,12/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,47,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,16,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,23,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,16,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,23,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,53,06/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,29,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,33,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,45,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,39,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,29,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,35,34,12/01/2019 12:00:00 AM,San Francisco,Fire
B03,36,1,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,36,2,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,36,1,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,36,2,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,37,2,01/01/2019 12:00:00 AM,San Francisco,Fire
B03,37,12,02/01/2019 12:00:00 AM,San Francisco,Fire
B03,37,2,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,37,1,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,37,1,10/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,14,03/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,11,04/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,3,05/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,2,07/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,24,08/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,5,09/01/2019 12:00:00 AM,San Francisco,Fire
B03,48,2,11/01/2019 12:00:00 AM,San Francisco,Fire
B03,01,334,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,450,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,452,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,441,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,478,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,468,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,477,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,507,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,501,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,485,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,461,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,510,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,205,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,228,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,239,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,209,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,210,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,228,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,216,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,247,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,225,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,218,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,202,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,03,248,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,42,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,26,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,45,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,27,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,44,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,41,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,49,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,34,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,54,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,42,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,56,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,04,44,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,167,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,188,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,230,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,189,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,232,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,213,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,204,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,209,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,149,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,170,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,199,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,08,223,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,09,2,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,32,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,47,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,42,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,37,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,61,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,28,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,51,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,50,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,46,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,37,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,35,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,13,52,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,25,3,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,28,1,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,30,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,26,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,31,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,33,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,40,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,34,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,34,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,42,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,46,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,36,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,37,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,29,23,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,32,3,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,127,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,159,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,141,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,111,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,142,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,145,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,141,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,122,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,154,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,159,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,120,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,35,163,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,42,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,23,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,35,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,45,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,22,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,41,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,23,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,43,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,38,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,27,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,14,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,36,36,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,7,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,4,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,1,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,2,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,1,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,1,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,2,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,2,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,7,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,3,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,37,2,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,41,4,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,3,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,6,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,7,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,10,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,6,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,6,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,6,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,21,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,14,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,48,2,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B03,01,733,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,823,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,841,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,811,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1010,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1051,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,843,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1119,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1019,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1002,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1046,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,01,1099,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,02,2,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,474,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,414,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,439,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,433,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,434,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,516,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,421,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,529,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,517,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,454,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,497,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,03,560,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,71,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,63,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,79,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,79,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,75,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,57,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,104,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,86,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,89,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,112,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,87,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,04,83,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,267,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,291,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,393,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,373,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,340,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,323,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,363,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,345,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,303,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,373,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,349,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,08,370,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,09,6,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,60,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,78,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,56,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,54,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,61,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,75,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,56,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,61,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,55,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,82,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,95,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,13,65,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,16,2,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,34,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,61,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,74,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,45,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,63,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,47,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,70,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,55,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,76,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,100,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,68,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,29,73,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,31,4,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,218,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,268,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,257,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,232,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,296,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,247,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,230,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,291,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,278,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,321,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,247,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,35,286,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,69,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,78,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,75,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,61,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,51,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,103,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,49,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,97,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,88,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,82,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,87,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,36,60,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,5,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,3,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,4,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,1,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,5,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,8,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,1,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,6,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,6,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B03,37,6,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
